Yahoo,en-US,Travel_Hotels/ Resorts ,09/26/15,Week 4,581605,1413,0.24%,11
Yahoo,en-US,Travel_Information ,09/26/15,Week 4,151621,545,0.36%,3
Yahoo,en-US,Sports_Fantasy Football ,09/26/15,Week 4,107185,490,0.46%,6
Yahoo,en-US,Health_Fitness  ,09/26/15,Week 4,169503,538,0.32%,6
Yahoo,en-US,Business/ Finance_Business ,09/26/15,Week 4,556,1,0.18%,0
Yahoo,en-US,Video Games_General ,09/26/15,Week 4,530,2,0.38%,0
Yahoo,en-US,Automotive_General,09/27/15,Week 4,28017,211,0.75%,1
Yahoo,en-US,Entertainment_General,09/27/15,Week 4,923878,1606,0.17%,55
Yahoo,en-US,Entertainment_TV,09/27/15,Week 4,570743,1629,0.29%,17
Yahoo,en-US,Entertainment_Movies,09/27/15,Week 4,3744,18,0.48%,0
Yahoo,en-US,Sports_Football_General,09/27/15,Week 4,11446,35,0.31%,1
Yahoo,en-US,Technology_General,09/27/15,Week 4,260198,798,0.31%,24
Yahoo,en-US,Travel_Hotels/ Resorts ,09/27/15,Week 4,613346,1516,0.25%,12
Yahoo,en-US,Travel_Information ,09/27/15,Week 4,160107,562,0.35%,4
Yahoo,en-US,Sports_Fantasy Football ,09/27/15,Week 4,137582,965,0.70%,4
Yahoo,en-US,Health_Fitness  ,09/27/15,Week 4,183319,607,0.33%,2
Yahoo,en-US,Business/ Finance_Business ,09/27/15,Week 4,475,1,0.21%,0
Yahoo,en-US,Video Games_General ,09/27/15,Week 4,455,1,0.22%,0
Yahoo,en-US,Automotive_General,09/28/15,Week 4,62117,473,0.76%,2
Yahoo,en-US,Entertainment_General,09/28/15,Week 4,1437382,3550,0.25%,50
Yahoo,en-US,Entertainment_TV,09/28/15,Week 4,611228,2530,0.41%,17
Yahoo,en-US,Entertainment_Movies,09/28/15,Week 4,550339,1793,0.33%,20
Yahoo,en-US,Sports_Football_General,09/28/15,Week 4,18789,105,0.56%,0
Yahoo,en-US,Technology_General,09/28/15,Week 4,388115,1392,0.36%,18
Yahoo,en-US,Travel_Hotels/ Resorts ,09/28/15,Week 4,1121778,3671,0.33%,26
Yahoo,en-US,Travel_Information ,09/28/15,Week 4,191461,721,0.38%,3
Yahoo,en-US,Sports_Fantasy Football ,09/28/15,Week 4,219916,1006,0.46%,4
Yahoo,en-US,Health_Fitness  ,09/28/15,Week 4,211071,677,0.32%,4
Yahoo,en-US,Business/ Finance_Business ,09/28/15,Week 4,505,4,0.79%,0
Yahoo,en-US,Video Games_General ,09/28/15,Week 4,426,0,0.00%,0
Yahoo,en-US,Automotive_General,09/29/15,Week 5,68494,455,0.66%,6
Yahoo,en-US,Entertainment_General,09/29/15,Week 5,1431648,3783,0.26%,57
Yahoo,en-US,Entertainment_TV,09/29/15,Week 5,461483,1324,0.29%,11
Yahoo,en-US,Entertainment_Movies,09/29/15,Week 5,975573,2838,0.29%,42
Yahoo,en-US,Sports_Football_General,09/29/15,Week 5,18787,88,0.47%,0
Yahoo,en-US,Technology_General,09/29/15,Week 5,350365,1393,0.40%,24
Yahoo,en-US,Travel_Hotels/ Resorts ,09/29/15,Week 5,1082063,3884,0.36%,23
Yahoo,en-US,Travel_Information ,09/29/15,Week 5,138332,484,0.35%,1
Yahoo,en-US,Sports_Fantasy Football ,09/29/15,Week 5,231137,1024,0.44%,7
Yahoo,en-US,Health_Fitness  ,09/29/15,Week 5,155512,514,0.33%,5
Yahoo,en-US,Business/ Finance_Business ,09/29/15,Week 5,413,9,2.18%,0
Yahoo,en-US,Video Games_General ,09/29/15,Week 5,385,1,0.26%,0
Yahoo,en-US,Automotive_General,09/30/15,Week 5,56185,325,0.58%,1
Yahoo,en-US,Entertainment_General,09/30/15,Week 5,894688,2294,0.26%,23
Yahoo,en-US,Entertainment_TV,09/30/15,Week 5,377998,1009,0.27%,7
Yahoo,en-US,Entertainment_Movies,09/30/15,Week 5,731179,1907,0.26%,31
Yahoo,en-US,Sports_Football_General,09/30/15,Week 5,17040,82,0.48%,0
Yahoo,en-US,Technology_General,09/30/15,Week 5,195567,722,0.37%,10
Yahoo,en-US,Travel_Hotels/ Resorts ,09/30/15,Week 5,740015,2699,0.36%,12
Yahoo,en-US,Travel_Information ,09/30/15,Week 5,100324,344,0.34%,0
Yahoo,en-US,Sports_Fantasy Football ,09/30/15,Week 5,209032,855,0.41%,12
Yahoo,en-US,Health_Fitness  ,09/30/15,Week 5,118895,373,0.31%,3
Yahoo,en-US,Business/ Finance_Business ,09/30/15,Week 5,360,0,0.00%,0
Yahoo,en-US,Video Games_General ,09/30/15,Week 5,332,0,0.00%,0
